,Title,Image,Total Time,Yields,Ingredients,Instructions
13,Ukraine Baked Potato Salad,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F361452.jpg,60,6 servings,"['6 medium potatoes', '6 hard-cooked eggs, sliced', '1 large onion, peeled and sliced', '1 (16 ounce) container sour cream', 'salt and pepper to taste']","Place the potatoes into a large pot with enough water to cover. Bring to a boil, and cook until tender enough to insert a fork, 15 to 20 minutes. Drain and cool slightly, then peel and slice.
Preheat the oven to 350 degrees F (175 degrees C). Place a layer of potato slices in the bottom of a 9x13 inch baking dish. Top with a layer of onion slices, and then some of the sliced eggs. Cover with a thin layer of sour cream. Repeat layering, until ingredients are used up, ending with sour cream on top. Season with salt and pepper.
Bake for 35 to 40 minutes in the preheated oven, or until the top layer of sour cream is golden brown."
14,Open-Face Swiss Burger,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F634553.jpg,30,4 servings,"['1 pound frozen hamburger patties', '1 medium onion, thinly sliced', '1 medium green bell pepper, sliced', '8 ounces fresh mushrooms, sliced', '4 slices sandwich bread, toasted', '4 slices Swiss cheese', 'sour cream']","Place hamburger patties in a large skillet over medium heat. Cook, turning, until cooked through.
In a separate skillet, cook onions, bell peppers, and mushrooms, stirring until tender.
Place 1 slice of Swiss cheese on top of each hamburger patty. Place hamburgers on top of bread. Top burgers with vegetables, then add a dollop of sour cream."
15,Pumpkin Mochi,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2919620.jpg,70,12 servings,"['2 ½ cups mochiko (glutinous rice flour)', '2 teaspoons baking powder', '2 cups white sugar', '4 eggs', '1 (29 ounce) can pumpkin puree', '1 (14 ounce) can sweetened condensed milk', '1 cup butter, melted', '2 teaspoons vanilla extract']","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.
Sift together the mochiko, baking powder, and sugar in a large bowl. Mix together the eggs, pumpkin puree, condensed milk, butter, and vanilla extract in a separate bowl. Stir the egg mixture into the mochiko mixture. Pour into the prepared dish.
Bake in preheated oven for 1 hour. Allow to cool before serving."
16,Quick Beef Pizza,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2129506.jpg,30,4 servings,"['1 pound ground beef', '1 (10.75 ounce) can condensed cream of mushroom soup, undiluted', '1 (12 inch) pre-baked thin pizza crust', '1 (8 ounce) package shredded Cheddar cheese']","Preheat oven to 425 degrees F (220 degrees C).
Place beef in a skillet over medium heat, and cook until evenly brown. Drain grease.
Spread cream of mushroom soup over the pizza crust. Layer cooked beef over the soup, and top with cheese.
Bake 15 minutes in the preheated oven, until cheese is melted and pizza is heated through."
17,Potato Dumplings with Bacon and Onions,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F44633.jpg,70,6 servings,"['2 large potatoes, peeled and chopped', '2 large eggs', 'Flour', '¼ pound bacon, chopped', '½ large onion, chopped']","Bring a large pot of lightly salted water to boil.
Place potatoes in food processor, and pulse until finely chopped. Add eggs, and pulse a few times to combine. Pour mixture into a large bowl. Mix in enough flour to make a very thick dough.
Place dough by spoonfuls into boiling water. Boil until done, about 20 minutes (depending on size). Drain, and set dumplings aside.
Place chopped bacon and onion in a skillet over medium heat. Cook a few minutes until bacon releases fat. Place hot dumplings into pan; cook until bacon is crisp and onions and dumplings are browned."
18,Pineapple Sopaipillas,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fwww.allrecipes.com%2Fimg%2Fmisc%2Fog-default.png,25,16 servings,"['2 cups all-purpose flour', '3 teaspoons baking powder', '1 teaspoon salt', '1 tablespoon peanut oil', '¾ cup water', '2 ½ tablespoons white sugar', '2 tablespoons cornstarch', '1 (20 ounce) can crushed pineapple, with juice', '1 quart peanut oil for frying', ""½ cup confectioners' sugar for dusting""]","Sift the flour, baking powder and salt into a medium bowl. Stir in 1 tablespoon of peanut oil and water using a fork. Divide into 4 pieces, and form into rounds. Set aside.
In a saucepan, stir together the sugar and cornstarch. Stir in pineapple and juice using a wooden spoon. Bring to a boil over medium heat. Boil for 1 minute, stirring constantly. Set aside to cool slightly.
Heat the peanut oil in a large deep skillet to 385 degrees F (195 degrees C). Roll out the balls of dough on a lightly floured surface to about 8x5 inch rectangles. Cut into four smaller rectangles. Fry a few pieces at a time in the hot oil until they puff like pillows, about 1 minute. Turn over and fry until browned on the other side. Remove to drain on paper towels.
While the pillows are still hot, make a slit along two connecting sides of each one. Open up and fill each one with a rounded tablespoonful of the pineapple filling. Dust with confectioners' sugar and serve warm."
19,Rosemary Pasta in Roasted Garlic Sauce,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4271148.jpg,30,8 servings,"['6 tablespoons unsalted butter, divided', '½ cup finely chopped onion', '6 cloves garlic, coarsely chopped', '1 cup chicken stock', '2 tablespoons chopped fresh rosemary', '1 (16 ounce) package spaghetti', '¼ cup grated Parmesan cheese', 'kosher salt and cracked black pepper to taste']","Melt 4 tablespoons of butter in a large skillet over low heat. Add the onions; cook and stir until they turn a deep brown, about 10 minutes. Stir in the garlic, and cook for 2 minutes, until fragrant. Mix in the chicken stock and rosemary, and increase the heat to medium-high. Cook until reduced by 1/3, about 8 minutes.
Meanwhile, bring a large pot of lightly salted water to a boil. Add the spaghetti pasta, and cook until tender, about 8 minutes. Drain, then add noodles to the sauce in the skillet. Stir in the remaining butter and Parmesan cheese. Season with salt and pepper.
Serve in a large bowl family style, or place about 1 cup of pasta in a large mug or small bowl. Insert a dinner fork in the center of the pasta and twirl the fork around, holding the mug steady. The pasta will wind up tighter and tighter as you turn. Remove the fork and immediately turn the pasta out onto a dinner plate or shallow bowl. Garnish with extra cheese and rosemary sprigs."
20,Thai Chicken Satay,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3638371.jpg,20,4 servings,"['½ cup canned coconut milk', '1 ½ teaspoons ground coriander', '1 teaspoon yellow curry powder', '1 teaspoon fish sauce', '½ teaspoon chili oil', '1 pound skinless, boneless chicken breast halves - cut into strips', '1 tablespoon chopped fresh cilantro', '1 tablespoon chopped unsalted peanuts', '12 wooden skewers, soaked in water for 15 minutes', '1 cup prepared Thai peanut sauce']","In a medium bowl, stir together the coconut milk, ground coriander, curry powder, fish sauce, and chili oil. Add the chicken breast strips, and stir to coat. Cover, and refrigerate for at least 30 minutes, and up to 2 hours.
Preheat an indoor or outdoor grill for high heat. Thread the chicken strips onto skewers. Discard marinade.
Grill chicken for 2 to 3 minutes per side, until no longer pink. Time will depend on how thick your strips are. Transfer to a serving plate, and garnish with cilantro and peanuts. Serve with peanut sauce for dipping."
21,Mom's Apple Fritters,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F393365.jpg,35,24 servings,"['1 quart vegetable oil for deep-frying', '1 ½ cups all-purpose flour', '1 tablespoon white sugar', '2 teaspoons baking powder', '½ teaspoon salt', '⅔ cup milk', '2 eggs, beaten', '1 tablespoon vegetable oil', '3 cups apples - peeled, cored and chopped', '1 cup cinnamon sugar']","Heat the oil in a deep-fryer or electric skillet to 375 degrees F (190 degrees C).
In a large bowl, stir together the flour, sugar, baking powder and salt. Pour in the milk, eggs and oil and stir until well blended. Mix in apples until they are evenly distributed.
Drop spoonfuls of the batter into the hot oil and fry until golden on both sides, about 5 minutes depending on the size. Fry in smaller batches so they are not crowded. Remove from the hot oil using a slotted spoon and drain briefly on paper towels. Toss with cinnamon sugar while still warm."
22,Tomato Pepper Sauce,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1127321.jpg,35,6 servings,"['4 large tomatoes', '2 large red bell peppers, seeded and diced', '1 onion, coarsely chopped', '1 teaspoon minced garlic', 'salt and pepper to taste']","Bring a pot of water to a boil. Carefully add the tomatoes to the water, and boil until the skin begins to split. Remove from the water, cool under cold running water, and peel off the skin.
Place tomatoes into a large skillet, and mash with a potato masher. Mix in the bell peppers, onion and garlic. Simmer over low heat for about 20 minutes, or until onions and peppers are tender. Season with salt and pepper to taste."
0,Korean Slow Cooker Pork Chops,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1428275.jpg,310,6 servings,"['3 cloves garlic, pressed', '½ cup chicken broth', '1 tablespoon Korean chile bean paste', '½ cup soy sauce', '6 pork chops', 'salt and pepper to taste']","In the crock of a slow cooker, stir together the garlic, chicken broth, bean paste and soy sauce. Season the pork chops with salt and pepper, and place them in the crock. Turn to coat with sauce. Cover, and cook for 5 hours on the Low setting."
1,Thai-Inspired Fruit Salad,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1187141.jpg,70,6 servings,"['1 tablespoon butter', '1 ½ cups raw cashews', '¾ cup white sugar', '1 tablespoon crushed dried mint', '1 teaspoon cayenne pepper', '1 teaspoon ground cumin', '1 teaspoon ground coriander', '7 lemons, juiced', '½ cup white sugar, or more to taste', '½ (15 ounce) can unsweetened coconut milk', '1 (1 inch) piece fresh ginger, finely chopped, or more to taste', '6 cups watermelon, cut into bite-sized chunks', '3 cups cantaloupe, cut into bite-size pieces', '4 kiwi fruits, sliced', '1 apple, diced', '½ cup raisins', '½ cup shredded coconut']","Cover a baking sheet with aluminum foil.
Cook and stir butter, cashews, 3/4 cup sugar, dried mint, cayenne pepper, cumin, and coriander in a skillet over medium-low heat until sugar has dissolved and cashews are browned, 7 to 10 minutes.
Spread cashews over the prepared baking sheet to cool.
Place lemon juice and 1/2 cup sugar in a blender. Blend until sugar is dissolved. Add coconut milk and ginger; blend until smooth.
Combine watermelon, cantaloupe, kiwi, apple, raisins, and shredded coconut in a large bowl
Pour coconut mixture over fruit and gently toss to coat.
Sprinkle cooled cashews over fruit salad."
2,Donauwellen,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F284572.jpg,60,20 servings,"['1 ⅛ cups butter, room temperature', '1 cup white sugar', '5 eggs', '1 teaspoon vanilla extract', '3 cups all-purpose flour', '1 teaspoon salt', '1 tablespoon baking soda', '¼ cup unsweetened cocoa powder', '1 tablespoon milk', '1 (20 ounce) can pitted sour cherries', '3 tablespoons cornstarch', '½ cup white sugar', '2 cups milk', '1 ½ teaspoons vanilla extract', '1 ⅓ cups semisweet chocolate chips', '2 tablespoons vegetable oil']","Preheat the oven to 350 degrees F (175 degrees C). Grease a 12x18 inch rimmed baking sheet or jelly roll pan or line with parchment paper.
In a large bowl, cream together the butter and 1 cup sugar using an electric mixer. Mix in the eggs one at a time, then stir in the vanilla. Combine the flour, salt, and baking soda; quickly fold into the egg mixture.
Spread 2/3 of the batter in the bottom of the prepared baking sheet. Stir the cocoa powder and 1 tablespoon of milk into the remaining batter just until blended. Spread evenly over the vanilla layer. Pat the cherries dry with paper towels, and sprinkle them evenly over the top of the cake batter.
Bake the cake in the preheated oven, until a toothpick inserted into the center comes out clean, about 40 to 50 minutes. Let cool.
In a small bowl, whisk together the cornstarch and 1/2 cup sugar. Heat the milk in a small saucepan just until hot but not boiling. Whisk in the cornstarch mixture, and bring the mixture to a boil. Simmer, stirring constantly, until the mixture thickens, about 2 to 3 minutes. Remove from heat and stir in the vanilla. Spread the thickened custard over the surface of the cake and refrigerate overnight.
For the chocolate topping, place the chocolate chips in a microwave-safe bowl. Heat at 30 second intervals, stirring each time, until just melted and smooth. Stir in the oil. Working quickly, spread the chocolate over the chilled custard layer. If you like, you can use the tines of a fork or a cake comb to make ""waves."" When the chocolate is set, cut the Donauwellen into about 20 squares to serve."
3,Tilapia and Mizithra Pasta,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2026272.jpg,25,1 serving,"['2 ounces dry spaghetti', '4 tablespoons olive oil', '1 tilapia fillet', '½ cup cherry tomatoes', '1 portobello mushroom cap, chopped', '1 ½ teaspoons ground black pepper', '½ lemon', '2 cloves garlic, chopped', '½ cup torn romaine lettuce', '¼ cup grated Mizithra cheese']","Bring a saucepan of lightly salted water to a boil. Add spaghetti, and cook until tender, about 8 minutes. Drain.
Meanwhile, heat the oil in a skillet over medium heat. Place the tilapia fillet in the center, and add the tomatoes and mushroom. Season with pepper, and then squeeze the lemon juice over everything. Place the squeezed lemon half into the skillet.
Cover, and cook for about 10 minutes, turning the fish once, or until fish flakes easily with a fork. Toss with pasta and romaine lettuce. Serve over spaghetti, and garnish with Mizithra cheese."
